"","Abiotrophia","Acidaminococcus","Acinetobacter","Actinobacillus","Actinomyces","Adlercreutzia","Aerococcus","Aeromonas","Aggregatibacter","Akkermansia","Alistipes","Alloprevotella","Alloscardovia","Anaerococcus","Anaeroglobus","Anaerostipes","Anaerotruncus","Atopobium","Bacillus","Bacteroides","Barnesiella","Bifidobacterium","Bilophila","Blautia","Bulleidia","Butyricicoccus","Butyricimonas","Butyrivibrio","Campylobacter","Capnocytophaga","Cardiobacterium","Catenibacterium","Centipeda","Cetobacterium","Citrobacter","Clostridium","Collinsella","Comamonas","Coprobacillus","Coprobacter","Coprococcus","Corynebacterium","Cronobacter","Cryptobacterium","Desulfovibrio","Dialister","Dorea","Dysgonomonas","Eggerthella","Eggerthia","Eikenella","Enterobacter","Enterococcus","Escherichia","Eubacterium","Faecalibacterium","Flavonifractor","Fretibacterium","Fusobacterium","Gardnerella","Gemella","Gordonibacter","Granulicatella","Haemophilus","Holdemania","Kingella","Klebsiella","Kosakonia","Lachnoanaerobaculum","Lactobacillus","Lactococcus","Lautropia","Leptotrichia","Leuconostoc","Megamonas","Megasphaera","Methanobrevibacter","Methanosphaera","Mitsuokella","Morganella","Mycoplasma","Neisseria","Odoribacter","Olsenella","Oribacterium","Oscillibacter","Oxalobacter","Pantoea","Parabacteroides","Paraprevotella","Parascardovia","Parasutterella","Parvimonas","Pectobacterium","Pediococcus","Peptoniphilus","Peptostreptococcus","Phascolarctobacterium","Plesiomonas","Porphyromonas","Prevotella","Propionibacterium","Proteus","Providencia","Pseudoflavonifractor","Pseudomonas","Pusillimonas","Pyramidobacter","Ralstonia","Raoultella","Roseburia","Rothia","Ruminococcus","Saccharopolyspora","Scardovia","Selenomonas","Serratia","Shewanella","Shigella","Shuttleworthia","Slackia","Solobacterium","Staphylococcus","Stomatobaculum","Streptococcus","Subdoligranulum","Succinatimonas","Sutterella","Tannerella","Treponema","Turicibacter","unclassified","Veillonella","Weissella"
"ERR527040",0,0,0,0,0,0,0,0,0,0,0.04129,0,0,0,0,0,0,0,0,79.60415,0,0,0.49226,0.66912,0,0,0,0,0,0,0,0,0,0,0.05142,0.26918,0,0,0,0,0,0,0,0,0,0,0.15034,0,0.04373,0,0,0,0,1.59222,0.2538,0.01068,0,0,0.16916,0,0,0,0,0.00835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.46567,0,5.07201,0,0,0,0,0,0,0,0,0,0,0,0.00926,0.32165,0,0,0,0,0.00264,0.61096999999998,0.0083,0
"ERR527041",0,0,0,0,0,0,0,0,0,0.00234,3.92124,0,0,0,0,0.00956,0,0,0,24.60669,0.52679,0.02219,1.11282,1.87709,0,0,0,0,0,0,0,0,0,0,0,0.09613,0.247,0,0,0,4.72668,0,0,0,0,0,0.36291,0,0.03354,0,0,0,0,3.25694,14.99263,17.76804,0.00422,0,0,0,0,0.00542,0,0,0.05195,0,0,0,0,0,0,0,0,0,0.00786,0.05787,0,0,0,0,0,0,0.69167,0,0,0.72676,0,0,1.35072,4.84134,0,0,0,0,0,0,0,0,0,0,3.78174,0,0,0,0,0,0,0,0,0,5.9511,0,2.5339,0,0,0,0,0,0,0,0.04967,0,0,0,0.04807,3.51717,0,0,0,0,0,2.81795000000001,0,0
"ERR527042",0,0,0,0,0,0.01192,0,0,0,4.88827,2.68424,0,0,0,0,0.00174,0,0,0,60.81543,0.54558,0.5435,0.56845,0.12241,0,0,0,0,0,0,0,0,0,0,0,1.42968,0.02142,0,0,0,0.03014,0,0,0,0,0,0.04108,0,0.00156,0,0,0,0,0.0589,0.49916,9.75835,0.03222,0,0,0,0,0.00964,0,0.05968,0.02143,0,0.07155,0,0,0,0,0,0,0,2.8909,0,0,0,0,0,0,0,0.4213,0,0,0.59545,0.02846,0,2.26847,0,0,0,0,0,0,0,0,0,0,0.00312,0,0,0,0,0,0,0,0,0,0,4.22214,0.00147,2.24553,0,0,0,0,0,0,0,0,0,0,0,0.3712,4.25908,0,0,0,0,0,0.470620000000011,0.00591,0
"ERR527043",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
"ERR527044",0,0,0,0,0,0,0,0,0,1.02951,8.20266,0,0,0,0,0.00683,0,0,0,17.41389,3.40156,0.11422,0.73519,0.82016,0,0,0,18.16713,0,0,0,0,0,0,0.30242,0,0.36812,0,0,0.63975,0.2829,0,0,0,0.03568,0.00168,0.51914,0,0,0,0,0.12439,0,0.13117,15.3123,8.58555,0,0,0,0,0,0,0,0,0,0,0.07664,0,0,0,0,0,0,0,0,0,1.58439,0,0,0,0,0,2.52526,0,0,0.12688,0,0,2.19127,1.90136,0,0.70417,0.02116,0,0,0,0,0,0,0.0215,7.10291,0,0,0,0,0,0,0,0,0,1.44575,0,1.38038,0,0,0,0,0,0,0,0,0,0,0,0,2.77641,0,0,0,0,0,1.92063,0.02704,0
"ERR527045",0,0,0,0,0,0,0,0,0,0,0.42694,0,0,0,0,0.01134,0,0,0,14.98872,0.18626,0,0.01735,0.54723,0,0,0,0,0,0,0,0,0,0,0,0,0.00148,0,0,0,0.12932,0,0,0,0,0,0.06909,0,0,0,0,0,0,0.08897,7.82443,2.49774,0,0,0,0,0,0,0,0.05728,0,0,0,0,0,0,0,0,0,0,3.7852,0,0,0,0,0,0,0,0.03404,0,0,0.01108,0,0,0.46128,0.29012,0,0.15291,0,0,0,0,0,0,0,0,63.4743,0,0,0,0,0,0,0,0,0,2.68392,0,1.32774,0,0,0,0,0,0,0,0,0,0,0,0.16615,0.14945,0,0,0,0,0,0.570409999999939,0.04725,0
"ERR527046",0,0,0,0,0,0,0,0,0,0,3.81343,0.01496,0,0,0,0,0,0,0,60.7651,0,0,1.53799,2.00136,0,0,0,0,0,0,0,0,0,0,0,2.61603,0,0,0,0,0,0,0,0,0,0,0.11049,0,0.04262,0,0,0,0,3.254,0.92782,2.67272,0.00798,0,1.68429,0,0,0,0,0,0.29011,0,0,0,0,0,0,0,0,0,4.43287,0,0,0,0,0,0,0,0.40448,0,0,0.28051,0,0,3.40401,1.64741,0,0.02829,0,0,0,0,0,0,0,0,0.00244,0,0,0,0,0,0,0,0,0,8.3299,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00775,0.54238,0,0,0,0,0,1.18106,0,0
"ERR527047",0,0,0,0,0,0.04351,0,0,0,6.36283,2.64672,0,0,0,0,0.01197,0,0,0,42.87243,0,0.06405,0.66607,0.94435,0,0,0.00416,0,0,0,0,0,0,0,0,0.1477,0,0,0,0,0.1257,0,0,0,0,0,0.13414,0,0.00178,0,0,0,0,0.09077,7.19872,9.22984,0.01385,0,0,0,0,0.00556,0,0.00977,0.01801,0,0.05096,0,0,0,0,0,0,0,2.66093,0,0,0,0,0,0,0,0.43169,0,0,0.23184,0,0,8.80039,0,0,0.01578,0,0,0,0,0,0,0,0,0.00102,0,0,0,0,0,0,0,0,0,8.29443,0,2.32761,0,0,0,0,0,0,0,0,0,0,0,0.00249,5.33737,0,0,0,0,0,1.24809999999998,0.00546,0
"ERR527048",0,0,0,0,0,0.03952,0,0,0,0,8.15835,0,0,0,0,0.00363,0,0,0,42.61374,3.11031,0.03736,0.40533,0.93965,0,0,0.00109,0,0,0,0,0,0,0,0.29286,0.1093,0.10807,0,0.00194,0,4.92707,0,0,0,0,0,0.27249,0,0,0,0,0.47026,0,0.15311,11.13061,8.22063,0.0023,0,0.96362,0,0,0.00151,0,0,0,0,0.49352,0,0,0,0.00167,0,0,0,0,0,0,0,0,0,0,0,0.57702,0,0,0.97639,0,0,2.78009,1.57651,0,0.10839,0,0,0,0,0,0,0,0,0.00226,0,0,0,0,0,0,0,0,0,5.86079,0,2.15253,0,0,0,0,0,0,0,0,0,0,0,0.00361,2.51039,0,0,0,0,0,0.994079999999968,0,0
"ERR527049",0,0,0,0,0,0,0,0,0,0,10.41144,0,0,0,0,0,0,0,0,54.28285,0,0.05788,0,2.06025,0,0,0,0,0,0,0,0,0,0,0,0.0181,0,0,0,0,0,0,0,0,0,0,0.17551,0,0,0,0,0,0,0.33467,5.73274,7.58645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59467,0,0,0.22438,0,0,4.16202,0,0,0.24824,0,0,0,0,0,0,0,0,0.01906,0,0,0,0,0,0,0,0,0,8.7777,0,3.80236,0,0,0,0,0,0,0,0,0,0,0,0.2039,0.33475,0,0,0,0,0,0.973030000000008,0,0
"ERR527050",0,0,0,0,0,0,0,0,0,0,13.95922,0,0,0,0,0,0,0,0,50.91978,0,0.11915,0,1.92465,0,0,0,0,0,0,0,0,0,0,0,0.08744,0,0,0,0,0,0,0,0,0,0,0.39391,0,0.01255,0,0,0,0,0.43123,4.31029,9.88799,0.00417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39071,0,0,0.40817,0,0,3.92792,0,0,0.24725,0,0,0,0,0,0,0,0,0.05817,0,0,0,0,0,0,0,0,0,7.1056,0,3.58395,0,0,0,0,0,0,0,0,0,0,0,0.15653,0.21549,0,0,0,0,0,0.847979999999978,0.00785,0
"ERR527051",0,0,0,0,0,0,0,0,0,0,2.64251,0,0,0,0,0.01647,0,0,0,24.49519,0,0.20748,0.73559,1.55866,0,0,0,0,0,0,0,0,0,0,0.11094,0.44293,0.01225,0,0.05454,0,0,0,0,0,0,0,0.00515,0,0,0,0,0.11127,0,0.36538,2.78407,6.36704,0,0,0.04903,0,0,0,0,0,0,0,0.44412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07276,0,0,0.16674,0,0,5.55261,0,0,0,0,0,0,0,0,0,0,0,50.27101,0,0,0,0,0,0,0,0,0,1.2804,0,0.07552,0,0,0,0,0,0,0,0,0,0,0,0.0461,0.45825,0,0,0,0,0,1.67398999999997,0,0
"ERR527052",0,0,0,0,0,0,0,0,0,0,2.53588,0,0,0,0,0,0,0,0,21.81165,1.48372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.87606,12.02067,5.48907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84669,0,0,0,0,0,0,0.24292,0,0,0,0,0,0,0,0,0,0,43.34481,0,0,0,0,0,0,0,0,0,2.21575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.48063,0,0,0,0,0,2.65214999999999,0,0
"ERR527053",0,0,0,0,0,0.01712,0,0,0,0,4.7851,0,0,0,0,0,0,0,0,18.64629,1.77072,0.00174,0.00617,0.65666,0,0,0,0,0,0,0,0,0,0,0,0.75819,0.04806,0,0,0,2.95217,0,0,0,0.02129,0,0.27692,0,0,0,0,0,0,8.37851,9.89313,8.05208,0.02072,0,0,0,0,0,0,0.00415,0.00425,0,0.06014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85321,0,0,0.09623,0.00105,0,1.22159,0.81669,0,0.00051,0,0,0,0,0,0,0,0,35.16455,0,0,0,0.01142,0,0,0,0,0,2.84998,0,0.30552,0,0,0,0,0,0,0,0.00435,0,0,0,0.05205,0.81838,0,0.31566,0,0,0.0519,1.03213999999997,0.05136,0
"ERR527054",0,0,0,0,0,0.0365,0,0,0,0,6.93957,0,0,0,0,0.21537,0,0,0,37.7466,0,0,0.22103,0.78363,0,0,0,0,0,0,0,0,0,0,0,0.00713,0,0,0,0,0.04346,0,0,0,0,0,0.5605,0,0.00501,0,0,0,0,0.07215,21.55673,18.30444,0,0,0,0,0,0,0,0.05409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19357,0,0,0.22036,0,0,2.06141,0,0,0.00631,0,0,0,0,0,0,0,0,0.02807,0,0,0,0,0,0,0,0,0,6.59772,0,1.29125,0,0,0,0,0,0,0,0,0,0.03271,0,0.00381,0.4636,0,0,0,0,0,1.55498000000001,0,0
"ERR527055",0,0,0,0,0,0.07448,0,0,0,0,9.31319,0,0,0,0,0.14651,0.00337,0,0,31.46257,0,0,0.34968,0.87506,0,0,0,0,0,0,0,0,0,0,0,0.04706,0,0,0,0,0.0844,0,0,0,0.00481,0,0.56744,0,0.02414,0,0,0.00473,0,0.09242,18.98062,23.392,0,0,0,0,0,0.01438,0,0.05545,0.00876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25687,0,0,0.35972,0,0,2.054,0,0,0.0066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4556,0,1.74893,0,0,0,0,0,0,0,0,0,0,0,0.01906,0.72624,0,0,0,0,0,1.87016999999996,0.00174,0
"ERR527056",0,0,0,0,0,0,0,0,0,0,10.72586,0,0,0,0,0,0,0,0,32.03728,0,3.72155,1.57686,1.42975,0,0,0,0,0,0,0,0,0,0,0,0.35384,0,0,0.14608,0.28239,0.17727,0,0,0,0,0,0.22898,0,0.17468,0,0,0,0,0.50041,0,10.68141,0.05866,0,0,0,0,0,0,0,0.11263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02846,0,0,0.19318,0,0,5.22492,6.59713,0,0,0,0,0,0,0,0,0,0,12.5945,0,0,0,0,0,0,0,0,0,2.1893,0,4.42992,0,0,0,0,0,0,0,0,0,0.05318,0,0.31849,3.10201,0,0,0,0,0,0.853270000000023,1.20799,0
"ERR527057",0,0,0,0,0,0,0,0,0,0,13.07091,0,0,0,0,0.00228,0,0,0,27.17544,0,4.74948,1.97514,1.19942,0,0,0,0,0,0,0,0,0,0,0,0.39392,0,0,0.13865,0.24931,0.16111,0,0,0,0,0,0.23418,0,0.26266,0,0,0,0,0.47823,0,12.37134,0.10057,0,0.00304,0,0,0,0,0,0.12777,0,0,0,0,0.0089,0,0,0,0,0,0,0,0,0,0,0,0,1.08337,0,0,0.25318,0,0,5.40705,7.2849,0,0,0,0,0,0,0,0,0,0,11.5293,0,0,0,0,0,0,0,0,0,2.04916,0,4.11256,0,0,0,0,0,0,0,0,0,0,0,0.30472,3.3875,0,0,0,0,0,0.752910000000043,1.133,0
"ERR527058",0,0.007,0,0,0,0.01186,0,0,0,3.86873,7.66935,0,0,0,0,0,0,0,0,9.8265,0.11863,0.01428,0.50529,0.30724,0,0,0,0,0,0,0,0.09177,0,0,0,0,0.22821,0,0.12136,0,2.30542,0,0,0,0.08407,4.14461,0.23117,0,0,0,0,0,0,14.84426,9.78422,9.63571,0,0,0,0,0,0,0,0,0,0,0.22188,0,0,0,0,0,0,0,0.33971,0.20442,0.45195,0,0,0,0,0,1.48964,0,0,0.15372,0,0,1.85906,0.3673,0,0,0,0,0,0,0,0,0,0,12.74773,0,0,0,0,0,0,0.70071,0,0,0.62826,0.03762,2.8981,0,0,0,0,0,0,0,0,0,0.01274,0,2.06312,10.67478,0,0.00398,0,0,0,1.33044000000004,0.01516,0
"ERR527059",0,0.01754,0,0,0.03063,0.05397,0,0,0,5.01779,9.516,0,0,0,0,0,0.00272,0,0,8.53734,0.13972,0.06899,0.82583,0.44026,0,0,0.00278,0,0,0,0,0.07849,0,0,0,0.04952,0.31173,0,0.09304,0,1.98719,0,0,0,0.05589,4.45883,0.22886,0,0,0,0,0,0,17.56294,7.4673,10.1485,0,0,0,0,0,0,0.0113,0.00732,0,0,0.31527,0,0,0,0.02471,0,0,0,0.255,0.38578,0.30761,0,0,0,0,0,1.47466,0,0,0.22071,0.02094,0,1.64934,0.39576,0,0.00664,0,0,0,0,0,0,0,0,10.3996,0,0,0,0,0,0,0.94972,0,0,0.6636,0.06031,3.12382,0,0,0,0,0,0,0,0,0,0,0,1.66727,9.86242,0,0.03952,0,0,0,1.00748000000002,0.05536,0
"ERR527060",0,0,0,0,0,0,0,0,0,0,0.11692,0,0,0,0,0,0.04065,0,0,54.71467,0,0.04148,0.01354,4.92602,0,0,0,0,0,0,0,0,0,0,0,2.44561,0,0,0.09913,0,0.52212,0,0,0,0,0,0.36876,0,0,0,0,0,0,0.05369,7.3649,11.71363,0,0,5.64082,0,0,0,0,0.05664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01415,0,0,3.86868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.62486,0,0,0,0,0,0,0,0,0,0,0,0.0268,0,0.00552,2.0699,0,0,0,0,0.04374,4.15697999999999,0.07079,0
"ERR527061",0,0,0,0,0,0,0,0,0,0,0.22877,0,0,0,0,0,0,0,0,49.55709,0,0.0627,0.03411,6.84579,0,0,0,0.01308,0,0,0,0,0,0,0,2.28843,0,0,0.10247,0,0.58202,0,0,0,0,0,0.36949,0,0.01111,0,0,0,0,0.12299,6.60432,16.98471,0.00159,0,3.89159,0,0,0,0,0.0649,0.00213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04545,0,0,4.16375,0,0,0,0,0,0,0,0,0,0,0.01143,0,0,0,0,0,0,0,0,0,0,1.72973,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00955,2.20433,0,0,0,0,0.05102,3.93385000000002,0.0836,0
"ERR527062",0,0,0,0,0,0,0,0,0,2.72534,8.50545,0,0,0,0,0,0,0,0,44.67924,0,0,1.47275,0.25571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27155,0,0,0,0,0,0.21782,0,0,0,0,0,0,0.73483,13.00026,17.43107,0.01939,0,0,0,0,0,0,0,0.09545,0,0.04474,0,0,0,0,0,0,0,0.00765,0,0,0,0,0,0,0,0.85922,0,0,0.67338,0,0,4.12226,0,0,0.0407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.74205,0,1.46325,0,0,0,0,0,0,0,0,0,0,0,0.10691,0.90266,0,0,0,0,0,0.628320000000002,0,0
"ERR527063",0,0.02846,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02147,0,0,0,25.67606,0,0.0781,0.00509,0.84527,0,0,0,0,0,0,0,0,0,0,0,0.54088,0.09719,0,0,0,0,0,0,0,0,0,0.63178,0,0,0,0,0,0,1.64555,5.70947,14.35896,0.26691,0,0.23526,0,0,0,0,0.08289,0,0,6.54362,0,0,0,0,0,0,0,0,0.58748,0,0,0,0,0,0,0,0,0,0,0,0,5.61684,0,0,0.06444,0.00167,0,0,0,0.00861,0,0,0,0.03265,0,0,0,0,0,0,0,0,0,26.03532,0,10.22505,0,0,0,0,0,0,0,0,0,0,0,0.00033,0.03323,0,0,0,0,0,0.556869999999989,0.07055,0
"ERR527064",0,0,0,0,0,0,0,0,0,0,0.07112,0,0,0,0,0.01197,0,0,0,47.77981,0,6e-04,0.02907,0.75189,0,0,0,0,0,0,0,0,0,0,0,0.5536,0.02677,0,0.0097,0.00117,0,0,0,0,0,0,0.12227,0,0.008,0,0,0,0,0.00666,2.65028,0.32755,0,0,16.052,0,0,0,0,0.01215,0.00365,0,0.0013,0,0,0,0,0,0,0,23.97405,0,0,0,0,0,0,0,0,0,0,0.00308,0,0,2.49042,0,0,0.01566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.34963,0,0.26286,0,0,0,0,0,0,0,0,0,0.05912,0,0.11733,0.02814,0,0,0,0,0,1.06914000000002,0.21101,0
"ERR527065",0,0,0,0,0,0.03041,0,0,0,0,4.61314,0,0,0,0,0.14886,0.01193,0,0,30.25456,0,0,0.25095,0.75814,0,0,0,0,0,0,0,0,0,0,0,0.02256,0,0,0,0,0.04478,0,0,0,0,0,0.44047,0,0.0048,0,0,0,0,0.05096,24.22147,24.05451,0,0,0,0,0,0,0,0.06077,0.00133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98603,0,0,0.18061,0,0,1.6809,0,0,0.00442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.56152,0,1.03173,0,0,0,0,0,0,0,0,0,0.09223,0,0.02265,0.63075,0,0,0,0,0,2.83510999999999,0.00441,0
"ERR527066",0,0,0,0,0,0,0,0,0,0.87739,8.11443,0,0,0,0,0,0,0,0,14.27404,0.73636,0.00695,0.2373,0.41875,0,0,0,0,0,0,0,0,0,0,0.03479,0.0718,0.19619,0,0,0.00065,0.06666,0,0,0,0.00155,0,0.22002,0,0,0,0,0,0,0.01993,4.52698,13.96886,0.01569,0,0,0,0,0,0,0.01144,0.03379,0,0,0,0,0,0,0,0,0,0.01161,0,0,0,0,0,0,0,0.48263,0,0,0.49025,0,0,1.25472,0.73495,0,0,0,0,0,0,0,0,0,0,46.34457,0,0,0,0,0,0,0,0,0,3.76927,0,0.90989,0,0,0,0,0,0,0,0,0,0,0,0.01536,0.36799,0,1.60038,0,0,0,0.17965999999997,0.00515,0
"ERR527067",0,0,0,0,0,0,0,0,0,0,0.63152,0,0,0,0,0,0,0,0,69.50422,0,0.0028,0.54595,0.75152,0,0,0,0,0,0,0,0,0,0,0,0.02825,0.04398,0,0,0.00482,0.14888,0,0,0,0,0,0.20903,0,0,0,0,0,0,1.11629,7.81717,1.42699,0,0,3.27155,0,0,0,0,0,0.00108,0,0.33213,0,0,0,0,0,0,0,2.15306,0,0,0,0,0,0,0,0.33905,0,0,0.20592,0,0,2.76827,0,0,0.57077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.97477,0,1.85303,0,0,0,0,0,0,0,0,0,0,0,0.0013,0.81602,0,0,0,0,0,0.481629999999967,0,0
"ERR527068",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44013,0,0,0,76.22545,0,0.11052,0,1.0171,0,0,0,0,0,0,0,0,0,0,0,5.83486,0,0,0.11114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.87186,0,0,0,0,0,0,0,0,0,0,0,0,0.28768,0,0,0,0,0,0,0,0,0.07152,0,0,0,0,0,0,0,0,0,0,0,0.04375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.588720000000009,0.38967,0.0076
"ERR527069",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29627,0,0,0,71.08304,0,0.16109,0,0.62712,0,0,0,0,0,0,0,0,0,0,0,6.03159,0,0,0.05913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.8805,0,0.03484,0,0,0,0,0,0,0,0,0,0,0.72059,0,0,0,0,0,0,0,0,0.09363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04091,0,0,0,0,0,0,0,0,0,0.00507,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0.01827,0,0,0,0,0,0.498419999999996,0.43168,0.01285
"ERR527070",0,0,0,0,0,0.01835,0,0,0,0,0.8663,0.0244,0,0,0,0.07326,0,0,0,29.29858,0.22481,0.72405,0,0.45024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.03756,0,0,0,0,0,0.44467,0,0,0,0,0,0,0.19757,27.68607,15.10749,0,0,0,0,0,0,0,0.23613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05388,0,0,0.03909,0,0,0.65074,0,0,0,0.14864,0,0,0,0.0035,0.80715,0,0,0.01369,0,0,0,0,0,0,0.018,0,0,8.52592,0,3.38952,0,0,0,0,0,0,0,0,0.00482,0,0,0.00728,0.78855,0,0,0,0,0,0.159739999999985,0,0
"ERR527071",0,0,0,0,0,0.06225,0,0,0,1.62329,3.41929,0,0,0,0,0,0,0,0,56.08644,1.17765,0,0.40556,0.52728,0,0,0,0,0,0,0,0,0,0,0,0.30716,0.00578,0,0,0,0.06951,0,0,0,0.45998,0,0.45861,0,0,0,0,0,0,0.32579,10.469,11.78253,0,0,0.91174,0,0,0,0,0,0.03917,0,0,0,0,0,0,0,0,0,0.99589,0,0,0.0266,0,0,0,0,1.99182,0,0,0.16209,0.19751,0,1.23831,2.24761,0,0,0,0,0,0,0,0,0,0,0.00831,0,0,0,0,0,0,0,0,0,1.9716,0,0.48867,0,0,0,0,0,0,0,0,0,0,0,0,0.86784,0,0,0,0,0,1.67272000000003,0,0
"ERR527072",0,0,0,0,0,0,0,0,0,0.11677,8.25238,0,0,0,0,0.03407,0,0,0,46.91964,0,0,0,0.57469,0,0,0,0,0,0,0,0,0,0,0,0.23363,0.042,0,0.01356,0.07055,0.06697,0,0,0,0,0,0.09476,0,0.02476,0,0,0,0,0.22258,15.85798,15.92705,0.00244,0,0,0,0,0,0,7e-04,0.01045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23546,0,0,0.22079,0,0,1.46815,0,0,0,0,0,0,0,0,0,0,0,0.00751,0,0,0,0,0,0,0,0,0,3.69071,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22338,1.10794,0,1.3406,0,0,0,2.23158000000001,0.0089,0
"ERR527073",0,0.00177,0,0,0,0.05122,0,0,0,0,16.16945,0,0,0,0,0.0105,0.01512,0,0.02463,28.45072,3.12132,0.13487,0.70744,0.67457,0,0,0,0,0,0,0,0,0,0,0.02582,0.26514,0.18344,0,0,0,0.66854,0,0,0,0.29547,0,0.19535,0,0.00471,0,0,0,0,0.31071,12.16001,9.73849,0.0847,0,1.47843,0,0,0,0,0.00413,0.07285,0,0.19137,0,0,0.02687,0,0,0,0,4.87324,0.30606,0.00492,0,0,0,0,0,0.88258,0,0,0.62662,0.02632,0.00993,2.31927,0,0,0.21532,0,0,0,0,0,2.03717,0,0,3.64363,0,0,0,0,0,0,0,0,0,3.36619,0.00314,1.77301,0.24277,0,0,0,0,0,0,0,0,0.07661,0,0.3742,1.11175,0,0.80173,0,0,0,2.21890999999997,0.01899,0
"ERR527074",0,0,0,0,0,0,0,0,0,0,0.39937,0,0,0,0,0,0,0,0,82.88832,0,0,0.09918,1.11832,0,0,0,0,0,0,0,0,0,0,0,2.10906,0,0,0.14002,0,0.05233,0,0,0,0,0,0.39592,0,0,0,0,0,0,0.74844,0.0913,0.92102,0,0,2.30076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4741,0,0,0,0,0,2.43464,0,0,0.00929,0,0,0,0,0,0,0,0,0.217,0,0,0,0,0,0,0,0,0,5.16889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22631,0,0,0,0,0,0.0932999999999851,0.11243,0
"ERR527075",0,0,0,0,0,0,0,0,0,0,0.43062,0,0,0,0,0.0412,0,0,0,80.33963,0,0,0.23249,1.37359,0,0,0,0,0,0,0,0,0,0,0,2.54931,0.02737,0,0.28282,0,0.23983,0,0,0,0,0,0.17204,0,0,0,0,0,0,0.79449,0.15362,0.99629,0.0071,0,2.52022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79674,0,0,0,0,0,2.557,0,0,0.03426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33366,0,0,0,0,0,0.311520000000002,0,0
